Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Industry
2018-01-02,96.4800033569336,96.73999786376952,95.37999725341795,95.83000183105467,93.16606903076172,653900.0,VRSK,Industrials
2018-01-03,95.76000213623048,95.97000122070312,95.26000213623048,95.5500030517578,92.8938446044922,760200.0,VRSK,Industrials
2018-01-04,95.95999908447266,96.29000091552734,95.58000183105467,96.02999877929688,93.36051940917967,960300.0,VRSK,Industrials
2018-01-05,96.5,96.95999908447266,95.91999816894533,96.87999725341795,94.18688201904295,882100.0,VRSK,Industrials
2018-01-08,96.55999755859376,97.55999755859376,96.33999633789062,97.0,94.30354309082033,791600.0,VRSK,Industrials
2018-01-09,97.0199966430664,97.19000244140624,96.33000183105467,96.7300033569336,94.04104614257812,566900.0,VRSK,Industrials
2018-01-10,97.12999725341795,97.12999725341795,96.06999969482422,96.33999633789062,93.6618881225586,437500.0,VRSK,Industrials
2018-01-11,96.38999938964844,96.7300033569336,96.02999877929688,96.66999816894533,93.9827117919922,357900.0,VRSK,Industrials
2018-01-12,96.77999877929688,97.58999633789062,96.43000030517578,97.5,94.7896499633789,734500.0,VRSK,Industrials
2018-01-16,97.37000274658205,97.88999938964844,97.0999984741211,97.1999969482422,94.49798583984376,967600.0,VRSK,Industrials
2018-01-17,97.75,98.2699966430664,97.2699966430664,98.01000213623048,95.28548431396484,719800.0,VRSK,Industrials
2018-01-18,98.08999633789062,98.72000122070312,96.29000091552734,98.1999969482422,95.47018432617188,764000.0,VRSK,Industrials
2018-01-19,98.5,99.08999633789062,97.98999786376952,98.9000015258789,96.1507339477539,1088600.0,VRSK,Industrials
2018-01-22,99.01000213623048,99.5500030517578,98.33999633789062,99.5199966430664,96.75350952148438,628700.0,VRSK,Industrials
2018-01-23,99.08000183105467,99.3000030517578,97.33000183105467,99.25,96.49100494384766,922100.0,VRSK,Industrials
2018-01-24,99.25,99.91999816894533,98.88999938964844,99.0,96.24795532226562,637400.0,VRSK,Industrials
2018-01-25,99.4499969482422,99.70999908447266,98.52999877929688,98.58999633789062,95.84935760498048,653200.0,VRSK,Industrials
2018-01-26,98.95999908447266,98.95999908447266,97.87000274658205,98.30999755859376,95.5771255493164,1477600.0,VRSK,Industrials
2018-01-29,98.0,98.86000061035156,97.54000091552734,98.25,95.51878356933594,1033600.0,VRSK,Industrials
2018-01-30,98.29000091552734,99.4000015258789,97.87999725341795,99.12000274658205,96.3646240234375,1253600.0,VRSK,Industrials
2018-01-31,99.16999816894533,100.54000091552734,98.72000122070312,100.0500030517578,97.26876068115234,1264600.0,VRSK,Industrials
2018-02-01,99.2300033569336,100.33999633789062,98.0,100.26000213623048,97.4729232788086,1599800.0,VRSK,Industrials
2018-02-02,99.83999633789062,100.26000213623048,98.8000030517578,98.83000183105467,96.08268737792967,1086600.0,VRSK,Industrials
2018-02-05,98.87999725341795,99.30999755859376,94.8499984741211,94.88999938964844,92.252197265625,1257500.0,VRSK,Industrials
2018-02-06,93.52999877929688,95.44000244140624,92.4000015258789,95.01000213623048,92.36886596679688,1246900.0,VRSK,Industrials
2018-02-07,94.61000061035156,96.4000015258789,94.5199966430664,94.69000244140624,92.05775451660156,940100.0,VRSK,Industrials
2018-02-08,94.6999969482422,95.48999786376952,92.23999786376952,92.27999877929688,89.71475219726562,1038200.0,VRSK,Industrials
2018-02-09,92.9800033569336,93.54000091552734,90.5999984741211,92.91000366210938,90.32723999023438,1134700.0,VRSK,Industrials
2018-02-12,93.58000183105467,95.12999725341795,92.88999938964844,94.3000030517578,91.67859649658205,900200.0,VRSK,Industrials
2018-02-13,93.94000244140624,95.08000183105467,92.62000274658205,94.87999725341795,92.24246215820312,800200.0,VRSK,Industrials
2018-02-14,94.37000274658205,96.77999877929688,93.5199966430664,96.62999725341795,93.9438247680664,916000.0,VRSK,Industrials
2018-02-15,97.4000015258789,98.2300033569336,96.51000213623048,98.2300033569336,95.49935150146484,937600.0,VRSK,Industrials
2018-02-16,98.16999816894533,99.68000030517578,98.16999816894533,98.79000091552734,96.04377746582033,2067700.0,VRSK,Industrials
2018-02-20,98.51000213623048,98.51000213623048,96.58999633789062,97.04000091552734,94.3424301147461,1466200.0,VRSK,Industrials
2018-02-21,100.0,102.0,99.0,99.2300033569336,96.47154998779295,1855600.0,VRSK,Industrials
2018-02-22,100.62000274658205,101.69000244140624,98.98999786376952,99.61000061035156,96.84097290039062,1734000.0,VRSK,Industrials
2018-02-23,100.0,101.56999969482422,99.18000030517578,101.54000091552734,98.71732330322266,802700.0,VRSK,Industrials
2018-02-26,101.83000183105467,103.62000274658205,101.79000091552734,103.58999633789062,100.71035766601562,1005800.0,VRSK,Industrials
2018-02-27,103.8499984741211,103.86000061035156,103.04000091552734,103.06999969482422,100.2048110961914,951300.0,VRSK,Industrials
2018-02-28,103.66999816894533,103.72000122070312,102.16000366210938,102.19000244140624,99.34928131103516,867400.0,VRSK,Industrials
2018-03-01,102.0,102.68000030517578,100.0,101.05999755859376,98.25067901611328,996700.0,VRSK,Industrials
2018-03-02,100.19000244140624,101.58999633789062,99.3000030517578,101.37000274658205,98.55206298828124,1140600.0,VRSK,Industrials
2018-03-05,101.2699966430664,103.33999633789062,100.86000061035156,103.08999633789062,100.2242431640625,857700.0,VRSK,Industrials
2018-03-06,103.30999755859376,104.5500030517578,103.08000183105467,104.2699966430664,101.37144470214844,1012700.0,VRSK,Industrials
2018-03-07,103.62999725341795,104.3000030517578,103.08000183105467,104.12999725341795,101.23533630371094,636500.0,VRSK,Industrials
2018-03-08,104.33000183105467,104.68000030517578,103.76000213623048,104.37999725341795,101.47838592529295,824300.0,VRSK,Industrials
2018-03-09,104.9499969482422,106.01000213623048,104.6500015258789,105.83999633789062,102.8978042602539,1175900.0,VRSK,Industrials
2018-03-12,105.81999969482422,106.06999969482422,104.68000030517578,104.86000061035156,101.94506072998048,681000.0,VRSK,Industrials
2018-03-13,105.81999969482422,106.06999969482422,104.12999725341795,104.4800033569336,101.57561492919922,617400.0,VRSK,Industrials
2018-03-14,104.91000366210938,105.0,103.91000366210938,104.08999633789062,101.19644927978516,508600.0,VRSK,Industrials
2018-03-15,104.25,104.70999908447266,103.58000183105467,104.26000213623048,101.36173248291016,612900.0,VRSK,Industrials
2018-03-16,104.3000030517578,105.37999725341795,104.16000366210938,104.7699966430664,101.85755920410156,979300.0,VRSK,Industrials
2018-03-19,104.48999786376952,104.55999755859376,103.0999984741211,103.9499969482422,101.06033325195312,709800.0,VRSK,Industrials
2018-03-20,104.25,105.58999633789062,104.25,105.23999786376952,102.31446838378906,580200.0,VRSK,Industrials
2018-03-21,105.06999969482422,105.87000274658205,104.8000030517578,105.0500030517578,102.12979125976562,466800.0,VRSK,Industrials
2018-03-22,104.0199966430664,105.37000274658205,103.05999755859376,103.98999786376952,101.09922790527344,1119100.0,VRSK,Industrials
2018-03-23,104.04000091552734,104.0500030517578,102.0500030517578,102.11000061035156,99.27149963378906,660900.0,VRSK,Industrials
2018-03-26,103.5500030517578,103.72000122070312,101.73999786376952,103.58999633789062,100.71035766601562,605100.0,VRSK,Industrials
2018-03-27,103.83999633789062,104.38999938964844,101.0500030517578,101.66000366210938,98.83401489257812,962600.0,VRSK,Industrials
2018-03-28,101.91000366210938,102.8000030517578,101.3499984741211,101.76000213623048,98.93121337890624,448600.0,VRSK,Industrials
2018-03-29,102.41999816894533,104.5999984741211,101.61000061035156,104.0,101.10895538330078,1275400.0,VRSK,Industrials
2018-04-02,103.30999755859376,103.41000366210938,100.31999969482422,101.58999633789062,98.76595306396484,1006400.0,VRSK,Industrials
2018-04-03,101.81999969482422,103.95999908447266,101.45999908447266,103.5,100.62285614013672,887000.0,VRSK,Industrials
2018-04-04,102.33999633789062,104.8000030517578,102.33999633789062,104.5199966430664,101.61449432373048,848900.0,VRSK,Industrials
2018-04-05,104.83999633789062,105.75,104.61000061035156,105.4499969482422,102.51864624023438,805300.0,VRSK,Industrials
2018-04-06,104.56999969482422,105.62000274658205,103.37999725341795,104.12999725341795,101.23533630371094,1267300.0,VRSK,Industrials
2018-04-09,104.55999755859376,106.05999755859376,104.31999969482422,104.7699966430664,101.85755920410156,964400.0,VRSK,Industrials
2018-04-10,106.23999786376952,106.88999938964844,105.38999938964844,106.47000122070312,103.51029205322266,1019700.0,VRSK,Industrials
2018-04-11,106.02999877929688,106.7699966430664,105.72000122070312,106.0500030517578,103.10198211669922,654500.0,VRSK,Industrials
2018-04-12,106.41000366210938,106.93000030517578,105.4000015258789,106.33999633789062,103.3839111328125,537100.0,VRSK,Industrials
2018-04-13,106.5999984741211,106.79000091552734,105.18000030517578,105.41999816894533,102.4894790649414,742300.0,VRSK,Industrials
2018-04-16,106.3499984741211,107.12999725341795,105.94000244140624,106.91000366210938,103.93805694580078,483500.0,VRSK,Industrials
2018-04-17,107.70999908447266,108.4499969482422,106.91000366210938,107.37999725341795,104.39498901367188,844400.0,VRSK,Industrials
2018-04-18,107.75,108.12000274658205,106.27999877929688,107.98999786376952,104.988037109375,655600.0,VRSK,Industrials
2018-04-19,107.9499969482422,108.20999908447266,106.9000015258789,107.56999969482422,104.5797119140625,586900.0,VRSK,Industrials
2018-04-20,107.81999969482422,108.58000183105467,107.0199966430664,107.37999725341795,104.39498901367188,571400.0,VRSK,Industrials
2018-04-23,107.7300033569336,107.94000244140624,107.1999969482422,107.6500015258789,104.65748596191406,589500.0,VRSK,Industrials
2018-04-24,108.31999969482422,108.33000183105467,106.58999633789062,106.9800033569336,104.00611877441406,1025800.0,VRSK,Industrials
2018-04-25,106.81999969482422,107.01000213623048,106.01000213623048,106.62000274658205,103.6561279296875,642400.0,VRSK,Industrials
2018-04-26,106.86000061035156,107.08999633789062,105.73999786376952,106.63999938964844,103.67554473876952,934000.0,VRSK,Industrials
2018-04-27,106.6999969482422,107.5,106.5500030517578,107.12000274658205,104.14222717285156,727400.0,VRSK,Industrials
2018-04-30,107.18000030517578,107.76000213623048,106.43000030517578,106.4499969482422,103.49085235595705,821600.0,VRSK,Industrials
2018-05-01,106.47000122070312,107.4499969482422,105.58000183105467,106.69000244140624,103.72417449951172,1314600.0,VRSK,Industrials
2018-05-02,105.5,105.5,99.86000061035156,100.0,97.22013092041016,3128200.0,VRSK,Industrials
2018-05-03,98.08000183105467,101.0,95.20999908447266,100.61000061035156,97.81317901611328,2234500.0,VRSK,Industrials
2018-05-04,100.5,103.48999786376952,100.26000213623048,102.36000061035156,99.5145263671875,1586100.0,VRSK,Industrials
2018-05-07,102.62999725341795,104.33000183105467,102.4800033569336,103.69000244140624,100.80758666992188,911000.0,VRSK,Industrials
2018-05-08,102.66999816894533,103.88999938964844,102.01000213623048,103.62000274658205,100.73953247070312,1120100.0,VRSK,Industrials
