Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Industry
2018-01-02,157.25999450683594,157.52999877929688,155.94000244140625,156.85000610351562,148.3291473388672,478100.0,CTAS,Industrials
2018-01-03,156.2100067138672,158.6699981689453,156.2100067138672,158.4199981689453,149.81387329101562,529800.0,CTAS,Industrials
2018-01-04,158.69000244140625,161.2899932861328,158.4199981689453,161.1699981689453,152.41441345214844,567800.0,CTAS,Industrials
2018-01-05,161.32000732421875,161.77000427246094,160.6699981689453,161.63999938964844,152.85891723632812,587800.0,CTAS,Industrials
2018-01-08,161.3800048828125,162.5800018310547,159.8300018310547,161.89999389648438,153.10479736328125,652200.0,CTAS,Industrials
2018-01-09,162.0,162.22000122070312,161.14999389648438,161.22000122070312,152.4617156982422,449200.0,CTAS,Industrials
2018-01-10,160.97999572753906,161.32000732421875,159.7899932861328,160.3300018310547,151.6200714111328,403100.0,CTAS,Industrials
2018-01-11,160.3000030517578,162.24000549316406,159.85000610351562,162.0500030517578,153.24667358398438,529900.0,CTAS,Industrials
2018-01-12,161.80999755859375,162.25,160.05999755859375,160.4600067138672,151.7430419921875,449100.0,CTAS,Industrials
2018-01-16,161.11000061035156,162.11000061035156,160.80999755859375,161.22000122070312,152.4617156982422,760900.0,CTAS,Industrials
2018-01-17,161.3300018310547,163.0500030517578,161.3300018310547,162.6699981689453,153.8329620361328,777300.0,CTAS,Industrials
2018-01-18,160.88999938964844,162.97000122070312,160.0,161.8000030517578,153.01023864746094,578200.0,CTAS,Industrials
2018-01-19,161.94000244140625,164.1699981689453,161.27000427246094,164.05999755859375,155.1474609375,447400.0,CTAS,Industrials
2018-01-22,164.0,165.1999969482422,163.22000122070312,165.13999938964844,156.16879272460938,474000.0,CTAS,Industrials
2018-01-23,164.88999938964844,165.27999877929688,163.4600067138672,164.89999389648438,155.94180297851562,419100.0,CTAS,Industrials
2018-01-24,165.33999633789062,165.80999755859375,164.63999938964844,164.97999572753906,156.0175018310547,395000.0,CTAS,Industrials
2018-01-25,165.91000366210938,167.55999755859375,165.8000030517578,166.5800018310547,157.53054809570312,496100.0,CTAS,Industrials
2018-01-26,166.8300018310547,167.8000030517578,166.02000427246094,167.77000427246094,158.6559295654297,372400.0,CTAS,Industrials
2018-01-29,167.36000061035156,167.5800018310547,165.57000732421875,166.0,156.98204040527344,483500.0,CTAS,Industrials
2018-01-30,166.1300048828125,166.97999572753906,165.11000061035156,165.82000732421875,156.8118438720703,437000.0,CTAS,Industrials
2018-01-31,166.3000030517578,169.9600067138672,166.25999450683594,168.4499969482422,159.29896545410156,1032500.0,CTAS,Industrials
2018-02-01,167.8699951171875,168.3300018310547,164.0,165.17999267578125,156.20660400390625,607000.0,CTAS,Industrials
2018-02-02,164.3800048828125,164.97000122070312,161.6699981689453,161.82000732421875,153.02915954589844,446700.0,CTAS,Industrials
2018-02-05,162.30999755859375,163.3800048828125,156.42999267578125,156.4600067138672,147.96034240722656,764700.0,CTAS,Industrials
2018-02-06,154.4199981689453,157.30999755859375,151.9199981689453,156.35000610351562,147.85629272460938,1057100.0,CTAS,Industrials
2018-02-07,155.72000122070312,159.4600067138672,155.49000549316406,156.60000610351562,148.09275817871094,664100.0,CTAS,Industrials
2018-02-08,156.38999938964844,156.7899932861328,149.25,149.32000732421875,141.20822143554688,719400.0,CTAS,Industrials
2018-02-09,150.80999755859375,154.08999633789062,147.3800048828125,152.72999572753906,144.43295288085938,991300.0,CTAS,Industrials
2018-02-12,153.44000244140625,155.63999938964844,152.42999267578125,154.39999389648438,146.01220703125,484200.0,CTAS,Industrials
2018-02-13,153.66000366210938,156.60000610351562,152.99000549316406,156.07000732421875,147.59152221679688,275900.0,CTAS,Industrials
2018-02-14,154.88999938964844,164.47999572753906,154.55999755859375,164.36000061035156,155.43116760253906,1252800.0,CTAS,Industrials
2018-02-15,165.22999572753906,167.08999633789062,163.25999450683594,166.94000244140625,157.8709716796875,649100.0,CTAS,Industrials
2018-02-16,167.35000610351562,167.8699951171875,166.32000732421875,167.1199951171875,158.04119873046875,587700.0,CTAS,Industrials
